ID_ligne,ID_client,Segment,ID_commande,ID_produit,Categorie,Date_de_commande,Date_d_expedition,Montant_des_ventes,Quantite,Profit,Remise
6186,AT-10645,Grand public,ES-2013-3704890,MOB-ME-10002560,Mobilier,19-9-13,22-9-13,51.3,3,12.24,0.0
6187,AT-10645,Grand public,ES-2013-3704890,FOU-ST-10003956,Fournitures de bureau,19-9-13,22-9-13,355.482,2,-3.98,0.1
6188,MG-17575,Grand public,IT-2015-5992832,FOU-ST-10003363,Fournitures de bureau,14-8-15,17-8-15,534.357,3,-0.06,0.1
6189,MG-17575,Grand public,IT-2015-5992832,FOU-ÉT-10000650,Fournitures de bureau,14-8-15,17-8-15,73.92,8,22.8,0.0
6190,LD-16525,Grand public,ES-2015-2128184,PRO-TÉ-10004627,Produits technologiques,15-8-15,19-8-15,3256.95,5,716.4,0.0
6191,LD-16525,Grand public,ES-2015-2128184,FOU-ÉL-10001748,Fournitures de bureau,15-8-15,19-8-15,309.555,5,-24.2,0.1
6192,LD-16525,Grand public,ES-2015-2128184,FOU-CL-10001907,Fournitures de bureau,15-8-15,19-8-15,14.04,2,7.02,0.0
6193,DL-13360,Petite et moyenne entreprise,ES-2014-5648133,PRO-AC-10002397,Produits technologiques,6-5-14,11-5-14,147.9,2,14.76,0.0
6194,TD-21070,Grand public,ES-2014-4118663,MOB-TA-10000899,Mobilier,27-8-14,31-8-14,540.54,2,48.6,0.0
6195,AM-10330,Grand public,ES-2015-3566095,FOU-ÉT-10000461,Fournitures de bureau,4-8-15,9-8-15,18.45,3,3.69,0.0
6196,AM-10330,Grand public,ES-2015-3566095,FOU-AR-10001144,Fournitures de bureau,4-8-15,9-8-15,194.4,4,83.52,0.0
6197,AÉ-11170,Petite et moyenne entreprise,ES-2015-1274177,PRO-MA-10004377,Produits technologiques,19-6-15,23-6-15,492.12,4,19.68,0.0
6198,AÉ-11170,Petite et moyenne entreprise,ES-2015-1274177,PRO-TÉ-10004339,Produits technologiques,19-6-15,23-6-15,459.36,3,13.77,0.0
6199,AÉ-11170,Petite et moyenne entreprise,ES-2015-1274177,PRO-MA-10001092,Produits technologiques,19-6-15,23-6-15,340.83,7,112.35,0.0
6200,AÉ-11170,Petite et moyenne entreprise,ES-2015-1274177,FOU-AR-10002783,Fournitures de bureau,19-6-15,23-6-15,274.8,5,96.15,0.0
6201,PQ-18700,Grand public,ES-2015-3688258,PRO-AC-10001971,Produits technologiques,18-8-15,24-8-15,70.95,5,-44.1,0.5
6202,PQ-18700,Grand public,ES-2015-3688258,PRO-AC-10003799,Produits technologiques,18-8-15,24-8-15,83.88,2,-41.94,0.5
6203,PG-18775,Petite et moyenne entreprise,ES-2015-5662666,FOU-AR-10003254,Fournitures de bureau,26-2-15,28-2-15,38.4,2,8.82,0.0
6204,AM-10330,Grand public,IT-2015-4809782,MOB-CH-10002280,Mobilier,24-2-15,1-3-15,134.082,2,41.68,0.1
6205,AM-10330,Grand public,IT-2015-4809782,MOB-ME-10000592,Mobilier,24-2-15,1-3-15,50.58,2,7.08,0.0
6206,AM-10330,Grand public,IT-2015-4809782,PRO-TÉ-10003721,Produits technologiques,24-2-15,1-3-15,528.66,3,137.43,0.0
6207,AA-10360,Entreprise,ES-2012-1525428,FOU-AR-10004103,Fournitures de bureau,15-4-12,17-4-12,35.76,2,12.12,0.0
6208,DH-13660,Grand public,ES-2013-1439531,PRO-AC-10004973,Produits technologiques,23-7-13,27-7-13,1282.8,5,602.85,0.0
6209,DH-13660,Grand public,ES-2013-1439531,FOU-EN-10003316,Fournitures de bureau,23-7-13,27-7-13,112.95,3,30.42,0.0
6210,DH-13660,Grand public,ES-2013-1439531,FOU-ÉL-10002207,Fournitures de bureau,23-7-13,27-7-13,1141.8,2,411.0,0.0
6211,FC-14545,Entreprise,ES-2013-3640830,MOB-ME-10000821,Mobilier,18-1-13,18-1-13,53.04,1,20.13,0.0
6212,MD-17230,Grand public,ES-2012-2836248,FOU-ST-10002953,Fournitures de bureau,26-12-12,31-12-12,714.42,4,277.74,0.1
6213,MD-17230,Grand public,ES-2012-2836248,FOU-AR-10001798,Fournitures de bureau,26-12-12,31-12-12,14.28,1,1.56,0.0
6214,VH-21700,Petite et moyenne entreprise,ES-2014-5408659,FOU-ST-10000768,Fournitures de bureau,28-10-14,1-11-14,231.12,2,46.2,0.1
6215,AL-11320,Grand public,ES-2014-4762189,FOU-CL-10004240,Fournitures de bureau,16-10-14,18-10-14,12.9,2,3.3,0.0
6216,MB-17770,Grand public,ES-2014-3857907,MOB-BI-10000820,Mobilier,9-12-14,13-12-14,507.6,3,208.08,0.0
6217,CB-12220,Grand public,ES-2012-1950038,FOU-ÉT-10002382,Fournitures de bureau,23-8-12,27-8-12,25.62,2,7.14,0.0
6218,IS-15835,Grand public,IT-2014-4762728,FOU-AR-10003967,Fournitures de bureau,11-12-14,18-12-14,28.395,3,-5.71,0.5
6219,FD-14125,Petite et moyenne entreprise,ES-2015-5079145,FOU-ST-10003672,Fournitures de bureau,14-8-15,20-8-15,11.25,1,0.9,0.0
6220,FD-14125,Petite et moyenne entreprise,ES-2015-5079145,PRO-MA-10001292,Produits technologiques,14-8-15,20-8-15,351.09,3,84.24,0.0
6221,FD-14125,Petite et moyenne entreprise,ES-2015-5079145,PRO-TÉ-10004929,Produits technologiques,14-8-15,20-8-15,278.88,2,114.3,0.0
6222,TP-21025,Petite et moyenne entreprise,ES-2014-1883688,FOU-CL-10002523,Fournitures de bureau,5-12-14,7-12-14,82.35,3,23.04,0.0
6223,PD-18850,Grand public,ES-2013-3755574,MOB-BI-10000801,Mobilier,10-11-13,15-11-13,440.28,3,127.62,0.0
6224,NR-18160,Grand public,IT-2015-4809306,MOB-CH-10003356,Mobilier,9-12-15,14-12-15,55.44,2,-33.3,0.5
6225,NR-18160,Grand public,IT-2015-4809306,FOU-PA-10003125,Fournitures de bureau,9-12-15,14-12-15,23.73,2,-2.43,0.5
6226,NR-18160,Grand public,IT-2015-4809306,MOB-CH-10002537,Mobilier,9-12-15,14-12-15,57.93,2,-41.73,0.5
6227,NR-18160,Grand public,IT-2015-4809306,MOB-CH-10002537,Mobilier,9-12-15,14-12-15,144.825,5,-104.33,0.5
6228,NR-18160,Grand public,IT-2015-4809306,FOU-CL-10001533,Fournitures de bureau,9-12-15,14-12-15,6.72,2,-1.08,0.5
6229,NR-18160,Grand public,IT-2015-4809306,PRO-MA-10003212,Produits technologiques,9-12-15,14-12-15,86.115,1,-20.68,0.5
6230,NR-18160,Grand public,IT-2015-4809306,MOB-CH-10000450,Mobilier,9-12-15,14-12-15,224.37,3,-80.82,0.5
6231,CR-12310,Entreprise,ES-2013-2387374,FOU-FO-10002972,Fournitures de bureau,30-1-13,3-2-13,41.49,3,6.57,0.0
6232,CR-12310,Entreprise,ES-2013-2387374,FOU-CL-10001533,Fournitures de bureau,30-1-13,3-2-13,26.88,4,11.28,0.0
6233,RN-20095,Grand public,ES-2013-1324546,PRO-AC-10001897,Produits technologiques,27-4-13,1-5-13,93.42,2,14.94,0.0
6234,RN-20095,Grand public,ES-2013-1324546,FOU-AR-10003411,Fournitures de bureau,27-4-13,1-5-13,109.8,2,19.74,0.0
6235,CN-12190,Grand public,ES-2013-1965184,FOU-ÉT-10004279,Fournitures de bureau,31-3-13,5-4-13,20.7,3,7.38,0.0
6236,CN-12190,Grand public,ES-2013-1965184,FOU-CL-10004896,Fournitures de bureau,31-3-13,5-4-13,258.9,5,46.5,0.0
6237,Fd-14470,Grand public,ES-2015-2310341,FOU-EN-10004250,Fournitures de bureau,25-2-15,3-3-15,54.18,2,21.66,0.0
6238,Fd-14470,Grand public,ES-2015-2310341,MOB-CH-10002406,Mobilier,25-2-15,3-3-15,1652.4,4,679.32,0.1
6239,Fd-14470,Grand public,ES-2015-2310341,FOU-EN-10000979,Fournitures de bureau,25-2-15,3-3-15,237.6,5,116.4,0.0
6240,DB-13450,Petite et moyenne entreprise,IT-2015-1008900,FOU-ST-10000848,Fournitures de bureau,24-7-15,28-7-15,396.78,4,-7.98,0.5
6241,DB-13450,Petite et moyenne entreprise,IT-2015-1008900,FOU-CL-10003174,Fournitures de bureau,24-7-15,28-7-15,73.44,3,-20.61,0.5
6242,DB-13450,Petite et moyenne entreprise,IT-2015-1008900,PRO-AC-10004583,Produits technologiques,24-7-15,28-7-15,83.67,2,-28.47,0.5
6243,DB-13450,Petite et moyenne entreprise,IT-2015-1008900,FOU-AR-10000607,Fournitures de bureau,24-7-15,28-7-15,63.375,5,-29.18,0.5
6244,PM-19135,Petite et moyenne entreprise,ES-2013-2462374,FOU-ÉL-10004323,Fournitures de bureau,19-11-13,21-11-13,11.88,1,2.37,0.0
6245,GT-14860,Entreprise,ES-2014-2720927,FOU-ST-10003925,Fournitures de bureau,21-8-14,26-8-14,42.039,3,16.75,0.1
6246,GT-14860,Entreprise,ES-2014-2720927,FOU-EN-10003945,Fournitures de bureau,21-8-14,26-8-14,45.72,3,13.68,0.0
6247,GT-14860,Entreprise,ES-2014-2720927,FOU-AR-10002644,Fournitures de bureau,21-8-14,26-8-14,149.58,3,0.0,0.0
6248,GT-14860,Entreprise,ES-2014-2720927,FOU-EN-10001351,Fournitures de bureau,21-8-14,26-8-14,37.62,2,6.36,0.0
6249,RL-19495,Grand public,ES-2014-3207937,FOU-AR-10002763,Fournitures de bureau,1-11-14,7-11-14,87.84,3,4.32,0.0
6250,RL-19495,Grand public,ES-2014-3207937,FOU-AR-10004917,Fournitures de bureau,1-11-14,7-11-14,87.03,3,9.54,0.0
6251,CC-12370,Grand public,ES-2013-3385452,FOU-FO-10001223,Fournitures de bureau,12-8-13,16-8-13,59.58,3,26.73,0.0
6252,NG-18190,Grand public,ES-2013-5466966,FOU-ST-10003978,Fournitures de bureau,9-5-13,13-5-13,71.361,3,24.56,0.1
6253,BC-12070,Petite et moyenne entreprise,ES-2014-3949502,FOU-AR-10001310,Fournitures de bureau,23-12-14,26-12-14,125.25,5,7.5,0.0
6254,BC-12070,Petite et moyenne entreprise,ES-2014-3949502,FOU-ÉL-10000567,Fournitures de bureau,23-12-14,26-12-14,342.63,5,72.33,0.1
6255,BC-12070,Petite et moyenne entreprise,ES-2014-3949502,FOU-AR-10002861,Fournitures de bureau,23-12-14,26-12-14,154.98,6,54.18,0.0
6256,EB-13765,Entreprise,ES-2015-3661350,MOB-BI-10001011,Mobilier,11-7-15,16-7-15,504.09,3,115.92,0.0
6257,BL-11845,Entreprise,IT-2015-5418558,MOB-CH-10004932,Mobilier,3-9-15,7-9-15,334.53,7,-22.47,0.1
6258,FG-14185,Grand public,IT-2012-1877466,PRO-PH-10004499,Produits technologiques,2-2-12,6-2-12,549.927,6,-235.77,0.65
6259,FG-14185,Grand public,IT-2012-1877466,PRO-AC-10003725,Produits technologiques,2-2-12,6-2-12,44.13,2,-7.95,0.5
6260,FG-14185,Grand public,IT-2012-1877466,FOU-PA-10002691,Fournitures de bureau,2-2-12,6-2-12,45.975,5,-41.48,0.5
6261,FG-14185,Grand public,IT-2012-1877466,PRO-MA-10002294,Produits technologiques,2-2-12,6-2-12,88.83,3,-76.14,0.65
6262,PH-18730,Grand public,IT-2013-3858467,FOU-ST-10000947,Fournitures de bureau,29-12-13,1-1-14,40.32,2,1.98,0.0
6263,PH-18730,Grand public,IT-2013-3858467,FOU-PA-10003452,Fournitures de bureau,29-12-13,1-1-14,62.34,2,14.28,0.0
6264,PV-19075,Grand public,IT-2014-1005179,MOB-CH-10002247,Mobilier,29-9-14,4-10-14,874.962,6,-68.06,0.1
6265,DL-13570,Grand public,ES-2015-5886915,PRO-MA-10000672,Produits technologiques,9-8-15,16-8-15,152.928,2,61.13,0.1
6266,ÉB-13825,Entreprise,ES-2015-4618917,FOU-CL-10004244,Fournitures de bureau,24-3-15,30-3-15,35.91,9,3.78,0.0
6267,HB-15640,Petite et moyenne entreprise,IT-2015-3715679,FOU-AR-10004477,Fournitures de bureau,31-12-15,5-1-16,30.27,2,-9.69,0.5
6268,HB-15640,Petite et moyenne entreprise,IT-2015-3715679,PRO-MA-10001266,Produits technologiques,31-12-15,5-1-16,107.505,3,-19.39,0.5
6269,HB-15640,Petite et moyenne entreprise,IT-2015-3715679,FOU-CL-10000117,Fournitures de bureau,31-12-15,5-1-16,22.86,4,-6.42,0.5
6270,FF-14425,Grand public,ES-2015-2106732,FOU-ST-10004184,Fournitures de bureau,12-12-15,12-12-15,79.2,3,39.6,0.0
6271,MM-18010,Entreprise,ES-2014-2633661,FOU-ÉT-10003412,Fournitures de bureau,4-3-14,6-3-14,17.28,2,7.92,0.0
6272,MM-18010,Entreprise,ES-2014-2633661,FOU-FO-10003864,Fournitures de bureau,4-3-14,6-3-14,144.6,5,7.2,0.0
6273,CB-13000,Grand public,ES-2013-5499117,FOU-ST-10003143,Fournitures de bureau,3-12-13,6-12-13,34.992,1,2.32,0.4
6274,CB-13000,Grand public,ES-2013-5499117,MOB-TA-10001898,Mobilier,3-12-13,6-12-13,859.05,2,-790.35,0.5
6275,CB-13000,Grand public,ES-2013-5499117,FOU-ST-10002960,Fournitures de bureau,3-12-13,6-12-13,112.896,7,-32.0,0.4
6276,CB-13000,Grand public,ES-2013-5499117,FOU-ST-10004540,Fournitures de bureau,3-12-13,6-12-13,33.75,3,3.33,0.4
6277,CB-13000,Grand public,ES-2013-5499117,MOB-ME-10004167,Mobilier,3-12-13,6-12-13,75.78,3,30.24,0.0
6278,FQ-14635,Entreprise,ES-2012-2333773,FOU-CL-10002918,Fournitures de bureau,21-5-12,27-5-12,46.62,7,3.99,0.0
6279,FQ-14635,Entreprise,ES-2012-2333773,FOU-CL-10000593,Fournitures de bureau,21-5-12,27-5-12,24.48,4,0.96,0.0
6280,AP-10240,Grand public,IT-2014-1376966,FOU-ST-10003586,Fournitures de bureau,14-8-14,18-8-14,41.796,3,-4.91,0.4
6281,AP-10240,Grand public,IT-2014-1376966,FOU-ST-10001418,Fournitures de bureau,14-8-14,18-8-14,110.16,3,-16.56,0.4
6282,AP-10240,Grand public,IT-2014-1376966,MOB-TA-10003764,Mobilier,14-8-14,18-8-14,989.04,4,-435.24,0.5
6283,CM-12970,Entreprise,ES-2013-5359319,PRO-MA-10004377,Produits technologiques,3-7-13,7-7-13,2123.028,8,124.79,0.15
6284,AL-11350,Entreprise,ES-2015-1578661,FOU-FO-10001098,Fournitures de bureau,11-9-15,17-9-15,133.5,5,55.95,0.0
6285,GC-15355,Grand public,ES-2012-1974768,MOB-BI-10000820,Mobilier,18-6-12,22-6-12,338.4,2,138.72,0.0
6286,JD-16240,Entreprise,ES-2015-3937023,MOB-ME-10001981,Mobilier,28-11-15,4-12-15,114.87,1,16.08,0.0
6287,ML-17350,Grand public,ES-2014-2638509,PRO-PH-10000405,Produits technologiques,6-11-14,9-11-14,675.54,5,29.94,0.1
6288,MP-17440,Entreprise,ES-2015-3941562,PRO-MA-10002918,Produits technologiques,6-3-15,10-3-15,241.32,4,-77.28,0.5
6289,MP-17440,Entreprise,ES-2015-3941562,FOU-AR-10003182,Fournitures de bureau,6-3-15,10-3-15,49.5,2,-16.86,0.5
6290,MP-17440,Entreprise,ES-2015-3941562,FOU-AR-10002763,Fournitures de bureau,6-3-15,10-3-15,43.92,3,-39.6,0.5
6291,MP-17440,Entreprise,ES-2015-3941562,FOU-AR-10004518,Fournitures de bureau,6-3-15,10-3-15,13.185,1,-2.38,0.5
6292,SD-20500,Grand public,ES-2013-4108483,FOU-ÉT-10000708,Fournitures de bureau,18-6-13,20-6-13,43.2,4,21.6,0.0
6293,SD-20500,Grand public,ES-2013-4108483,MOB-TA-10003537,Mobilier,18-6-13,20-6-13,2364.102,4,-218.3,0.35
6294,SD-20500,Grand public,ES-2013-4108483,MOB-CH-10003469,Mobilier,18-6-13,20-6-13,119.799,1,50.56,0.1
6295,TP-21010,Grand public,IT-2013-4810258,PRO-TÉ-10003153,Produits technologiques,16-3-13,23-3-13,260.88,8,-67.92,0.5
6296,RE-19870,Petite et moyenne entreprise,ES-2014-4374499,FOU-CL-10003055,Fournitures de bureau,11-12-14,17-12-14,93.24,7,38.22,0.0
6297,MP-17440,Entreprise,IT-2015-4046490,PRO-AC-10001897,Produits technologiques,17-11-15,22-11-15,186.84,4,29.88,0.0
6298,MP-17440,Entreprise,IT-2015-4046490,MOB-CH-10003449,Mobilier,17-11-15,22-11-15,473.148,4,41.99,0.1
6299,MP-17440,Entreprise,IT-2015-4046490,FOU-CL-10001906,Fournitures de bureau,17-11-15,22-11-15,17.52,2,8.04,0.0
6300,MP-17440,Entreprise,IT-2015-4046490,FOU-AR-10003254,Fournitures de bureau,17-11-15,22-11-15,96.0,5,22.05,0.0
6301,SB-20620,Entreprise,ES-2013-5840484,FOU-AR-10000541,Fournitures de bureau,6-7-13,9-7-13,342.51,7,171.15,0.0
6302,SB-20620,Entreprise,ES-2013-5840484,MOB-ME-10004303,Mobilier,6-7-13,9-7-13,353.22,7,6.93,0.0
6303,AL-11275,Entreprise,ES-2015-4138124,PRO-TÉ-10004522,Produits technologiques,17-9-15,22-9-15,840.15,5,142.8,0.0
6304,SL-20665,Petite et moyenne entreprise,ES-2015-2194172,FOU-ÉL-10001378,Fournitures de bureau,21-10-15,27-10-15,38.76,2,18.18,0.0
6305,SL-20665,Petite et moyenne entreprise,ES-2015-2194172,FOU-ÉL-10000935,Fournitures de bureau,21-10-15,27-10-15,264.384,3,-26.5,0.1
6306,SL-20665,Petite et moyenne entreprise,ES-2015-2194172,FOU-CL-10004522,Fournitures de bureau,21-10-15,27-10-15,96.6,2,11.58,0.0
6307,SL-20665,Petite et moyenne entreprise,ES-2015-2194172,FOU-CL-10002872,Fournitures de bureau,21-10-15,27-10-15,13.83,1,5.1,0.0
6308,SL-20665,Petite et moyenne entreprise,ES-2015-2194172,FOU-CL-10003093,Fournitures de bureau,21-10-15,27-10-15,18.54,2,8.1,0.0
6309,BJ-11770,Grand public,ES-2012-4024349,PRO-TÉ-10001608,Produits technologiques,27-7-12,31-7-12,1621.953,3,534.21,0.15
6310,OB-18340,Grand public,ES-2015-4576851,PRO-MA-10002122,Produits technologiques,26-12-15,31-12-15,429.318,3,60.59,0.15
6311,OB-18340,Grand public,ES-2015-4576851,PRO-MA-10003408,Produits technologiques,26-12-15,31-12-15,133.645,3,-12.6,0.15
6312,OB-18340,Grand public,ES-2015-4576851,FOU-CL-10004744,Fournitures de bureau,26-12-15,31-12-15,201.84,4,3.96,0.0
6313,BS-11755,Grand public,ES-2013-1671236,FOU-PA-10003688,Fournitures de bureau,12-5-13,14-5-13,315.18,6,56.7,0.0
6314,BS-11755,Grand public,ES-2013-1671236,MOB-ME-10003967,Mobilier,12-5-13,14-5-13,170.04,4,27.12,0.0
6315,BS-11755,Grand public,ES-2013-1671236,MOB-ME-10003131,Mobilier,12-5-13,14-5-13,108.15,1,11.88,0.0
6316,BS-11755,Grand public,ES-2013-1671236,FOU-ST-10004014,Fournitures de bureau,12-5-13,14-5-13,170.964,4,-3.88,0.1
6317,BS-11755,Grand public,ES-2013-1671236,FOU-AR-10002443,Fournitures de bureau,12-5-13,14-5-13,23.88,2,10.02,0.0
6318,BS-11755,Grand public,ES-2013-1671236,PRO-AC-10003397,Produits technologiques,12-5-13,14-5-13,508.32,2,203.28,0.0
6319,BS-11755,Grand public,ES-2013-1671236,FOU-AR-10000102,Fournitures de bureau,12-5-13,14-5-13,32.04,2,1.26,0.0
6320,CP-13090,Grand public,ES-2015-1470462,FOU-FO-10004694,Fournitures de bureau,2-7-15,6-7-15,222.81,7,62.37,0.0
6321,PP-19150,Grand public,ES-2012-5004766,FOU-CL-10001059,Fournitures de bureau,11-8-12,16-8-12,27.36,2,8.16,0.0
6322,OL-18550,Grand public,ES-2013-4978525,FOU-ST-10000950,Fournitures de bureau,15-6-13,19-6-13,248.022,2,8.26,0.1
6323,SL-20800,Grand public,ES-2015-1831907,FOU-CL-10002696,Fournitures de bureau,1-12-15,6-12-15,46.44,3,12.96,0.0
6324,SD-20335,Grand public,ES-2013-1101132,FOU-CL-10000211,Fournitures de bureau,10-9-13,14-9-13,152.25,5,76.05,0.0
6325,MC-17950,Grand public,ES-2015-5900887,FOU-CL-10003055,Fournitures de bureau,5-11-15,11-11-15,23.976,2,8.26,0.1
6326,MC-17950,Grand public,ES-2015-5900887,FOU-AR-10001310,Fournitures de bureau,5-11-15,11-11-15,112.725,5,-5.03,0.1
6327,MC-17950,Grand public,ES-2015-5900887,FOU-ÉL-10001867,Fournitures de bureau,5-11-15,11-11-15,58.968,6,18.29,0.1
6328,MC-17950,Grand public,ES-2015-5900887,FOU-PA-10000998,Fournitures de bureau,5-11-15,11-11-15,26.811,1,7.73,0.1
6329,MC-17950,Grand public,ES-2015-5900887,FOU-ÉT-10003669,Fournitures de bureau,5-11-15,11-11-15,12.852,2,2.11,0.1
6330,MC-17950,Grand public,ES-2015-5900887,FOU-AR-10004371,Fournitures de bureau,5-11-15,11-11-15,79.974,2,20.39,0.1
6331,MC-17950,Grand public,ES-2015-5900887,PRO-AC-10003868,Produits technologiques,5-11-15,11-11-15,201.96,2,82.98,0.1
6332,FB-14665,Grand public,ES-2014-5002794,FOU-EN-10003302,Fournitures de bureau,8-5-14,13-5-14,53.298,3,0.56,0.1
6333,FB-14665,Grand public,ES-2014-5002794,PRO-TÉ-10001322,Produits technologiques,8-5-14,13-5-14,117.504,2,-5.26,0.1
6334,FB-14665,Grand public,ES-2014-5002794,FOU-ST-10003528,Fournitures de bureau,8-5-14,13-5-14,261.63,6,-29.07,0.1
6335,AV-11215,Petite et moyenne entreprise,IT-2015-5768200,FOU-ST-10003953,Fournitures de bureau,9-9-15,14-9-15,149.112,4,-87.05,0.4
6336,AV-11215,Petite et moyenne entreprise,IT-2015-5768200,FOU-AR-10004545,Fournitures de bureau,9-9-15,14-9-15,157.95,3,69.48,0.0
6337,AV-11215,Petite et moyenne entreprise,IT-2015-5768200,FOU-AR-10004414,Fournitures de bureau,9-9-15,14-9-15,52.8,4,0.96,0.0
6338,VB-21310,Grand public,ES-2012-4256146,MOB-CH-10002508,Mobilier,5-8-12,9-8-12,391.86,3,31.32,0.0
6339,VB-21310,Grand public,ES-2012-4256146,FOU-PA-10001032,Fournitures de bureau,5-8-12,9-8-12,235.05,5,7.05,0.0
6340,VB-21310,Grand public,ES-2012-4256146,FOU-AR-10002292,Fournitures de bureau,5-8-12,9-8-12,59.7,2,13.68,0.0
6341,MC-17005,Grand public,ES-2014-1874662,PRO-PH-10004649,Produits technologiques,17-12-14,21-12-14,382.14,2,91.68,0.0
6342,PG-19285,Grand public,ES-2015-2851130,PRO-AC-10003526,Produits technologiques,8-8-15,12-8-15,773.55,3,170.1,0.0
6343,RT-19975,Entreprise,ES-2015-2835815,FOU-CL-10000117,Fournitures de bureau,19-9-15,24-9-15,11.43,1,4.11,0.0
6344,AT-10645,Grand public,ES-2013-3196841,FOU-ST-10003953,Fournitures de bureau,29-9-13,3-10-13,186.39,3,9.27,0.0
6345,BR-11575,Entreprise,ES-2014-5668540,FOU-AR-10000930,Fournitures de bureau,9-11-14,9-11-14,243.3,5,43.65,0.0
6346,TC-21100,Grand public,IT-2012-5078476,FOU-CL-10000042,Fournitures de bureau,26-3-12,1-4-12,92.43,3,25.83,0.0
6347,AC-11185,Entreprise,IT-2014-4518589,FOU-ÉL-10001835,Fournitures de bureau,23-9-14,27-9-14,21.0,5,-4.65,0.5
6348,AC-11185,Entreprise,IT-2014-4518589,FOU-AR-10004380,Fournitures de bureau,23-9-14,27-9-14,106.8,8,-47.04,0.5
6349,SB-20185,Grand public,ES-2014-3361928,FOU-EN-10003371,Fournitures de bureau,23-8-14,25-8-14,175.68,4,78.96,0.0
6350,FF-14500,Grand public,ES-2014-1568724,FOU-AR-10004414,Fournitures de bureau,14-8-14,19-8-14,39.6,3,0.72,0.0
6351,AL-10030,Entreprise,ES-2015-1511007,PRO-AC-10002327,Produits technologiques,4-9-15,8-9-15,166.05,3,26.55,0.0
6352,AL-10030,Entreprise,ES-2015-1511007,PRO-AC-10000093,Produits technologiques,4-9-15,8-9-15,117.12,4,52.68,0.0
6353,OL-18520,Grand public,ES-2015-5802920,FOU-ÉT-10003699,Fournitures de bureau,25-11-15,27-11-15,82.5,10,11.4,0.0
6354,JC-16075,Grand public,ES-2014-4670866,PRO-AC-10000343,Produits technologiques,18-12-14,20-12-14,210.75,5,69.45,0.0
6355,JC-16075,Grand public,ES-2014-4670866,PRO-TÉ-10001076,Produits technologiques,18-12-14,20-12-14,547.74,6,49.14,0.0
6356,JC-16075,Grand public,ES-2014-4670866,MOB-BI-10003455,Mobilier,18-12-14,20-12-14,701.622,2,-54.62,0.1
6357,CP-13090,Grand public,IT-2015-4540740,PRO-MA-10000149,Produits technologiques,7-12-15,8-12-15,327.564,3,-14.62,0.1
6358,CP-13090,Grand public,IT-2015-4540740,PRO-TÉ-10000680,Produits technologiques,7-12-15,8-12-15,418.446,7,69.64,0.1
6359,CP-13090,Grand public,IT-2015-4540740,MOB-BI-10004790,Mobilier,7-12-15,8-12-15,2188.05,5,1050.15,0.0
6360,AM-10630,Petite et moyenne entreprise,ES-2015-2418647,FOU-AR-10003181,Fournitures de bureau,27-10-15,3-11-15,74.85,5,26.85,0.0
6361,SQ-20755,Entreprise,ES-2015-4937476,FOU-ÉL-10004124,Fournitures de bureau,12-11-15,14-11-15,115.2,10,45.9,0.0
6362,SQ-20755,Entreprise,ES-2015-4937476,FOU-FO-10002437,Fournitures de bureau,12-11-15,14-11-15,92.34,2,24.0,0.0
6363,SQ-20755,Entreprise,ES-2015-4937476,PRO-AC-10003526,Produits technologiques,12-11-15,14-11-15,61.56,2,16.62,0.0
6364,SQ-20755,Entreprise,ES-2015-4937476,FOU-FO-10004514,Fournitures de bureau,12-11-15,14-11-15,26.82,2,7.5,0.0
6365,SQ-20755,Entreprise,ES-2015-4937476,PRO-AC-10002877,Produits technologiques,12-11-15,14-11-15,224.82,2,29.22,0.0
6366,SQ-20755,Entreprise,ES-2015-4937476,FOU-FO-10002092,Fournitures de bureau,12-11-15,14-11-15,125.4,5,15.0,0.0
6367,AE-11425,Grand public,ES-2015-1272297,FOU-ÉT-10004245,Fournitures de bureau,9-6-15,12-6-15,34.47,3,6.48,0.0
6368,AE-11425,Grand public,ES-2015-1272297,FOU-CL-10000002,Fournitures de bureau,9-6-15,12-6-15,22.05,3,6.75,0.0
6369,PS-19030,Entreprise,ES-2014-2037410,PRO-AC-10002297,Produits technologiques,11-12-14,15-12-14,437.04,6,183.42,0.0
6370,OL-18490,Petite et moyenne entreprise,ES-2015-1078928,FOU-ÉL-10000349,Fournitures de bureau,8-9-15,12-9-15,76.65,7,29.82,0.0
6371,AP-11140,Grand public,ES-2012-2258386,FOU-CL-10003514,Fournitures de bureau,10-11-12,13-11-12,199.08,4,55.68,0.0
6372,AP-11140,Grand public,ES-2012-2258386,FOU-PA-10003703,Fournitures de bureau,10-11-12,13-11-12,67.92,2,28.5,0.0
6373,AL-11485,Petite et moyenne entreprise,ES-2012-1708709,FOU-ÉT-10002588,Fournitures de bureau,26-9-12,30-9-12,79.74,6,14.22,0.0
6374,AL-11485,Petite et moyenne entreprise,ES-2012-1708709,FOU-ÉT-10001648,Fournitures de bureau,26-9-12,30-9-12,105.57,9,48.33,0.0
6375,AL-11485,Petite et moyenne entreprise,ES-2012-1708709,FOU-ÉL-10004087,Fournitures de bureau,26-9-12,30-9-12,1253.07,5,236.67,0.1
6376,AL-11485,Petite et moyenne entreprise,ES-2012-1708709,FOU-ST-10000883,Fournitures de bureau,26-9-12,30-9-12,29.808,2,-1.33,0.1
6377,AL-11485,Petite et moyenne entreprise,ES-2012-1708709,FOU-ÉL-10002467,Fournitures de bureau,26-9-12,30-9-12,42.39,3,9.72,0.0
